id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10
0,4.0,5.6054916e-05,2.739568e-06,1.0023526e-06,2.517308e-06,0.99917656,0.000586719,1.0434284e-06,2.1447936e-06,1.2567631e-06,1.0994606e-05,0.00015904743
1,0.0,0.9914307,0.0010938767,0.002711033,3.2857681e-06,0.0024980973,0.0010218256,0.00012070445,1.31742945e-05,1.06416455e-05,0.00031105825,0.0007856441
2,0.0,0.9833733,0.0005633837,0.00022812883,5.8699707e-06,0.0075664935,0.0021452692,0.0022011197,1.0420247e-05,1.605458e-05,0.0038085163,8.139383e-05
3,10.0,0.0001217222,6.6780262e-06,3.969018e-06,0.00010492378,0.006957526,1.6864789e-06,2.9372979e-05,1.3844162e-05,2.8543607e-06,0.00080352515,0.9919539
4,6.0,0.0005063837,2.7484264e-05,1.4018178e-05,3.486455e-05,1.6108472e-05,1.3044888e-05,0.99890673,1.59781e-05,2.935702e-05,0.00040284992,3.3283508e-05
5,10.0,0.00013957616,0.00018253499,0.0006253359,0.0012940349,0.0020421955,0.00017559793,7.875159e-06,6.221526e-05,2.726566e-05,0.0026199175,0.99282324
6,6.0,0.00019634643,6.8178188e-06,2.5636946e-06,1.5826527e-05,4.8120393e-05,0.0031513465,0.9965198,3.7219413e-06,2.0291063e-05,3.4035787e-05,1.1632986e-06
7,8.0,0.0001562699,7.1258514e-06,5.4934786e-05,2.6123766e-05,0.00083076116,0.000108405126,4.6631307e-05,0.00034845786,0.9983406,3.8496648e-05,4.208531e-05
8,9.0,0.00020553188,0.00032140219,1.161762e-05,1.3121801e-06,8.283361e-06,7.4166646e-06,0.0005876907,2.8654048e-07,1.6409965e-06,0.9988513,3.6420158e-06
9,7.0,0.00052605435,0.00030202782,9.3930495e-05,1.9235422e-06,7.395957e-05,9.696598e-05,1.2056453e-06,0.99803597,0.0008440921,1.7030334e-06,2.2206266e-05
10,6.0,0.00017360011,8.408369e-06,5.2633886e-06,0.00013117264,8.95111e-05,3.6160272e-05,0.9941502,7.4648483e-06,1.5047574e-05,0.001447655,0.003935446
11,2.0,0.0004165928,0.001064386,0.99807703,3.5931833e-05,4.288604e-05,0.00014959821,5.3716067e-06,1.7054397e-05,4.4133347e-05,0.0001255154,2.1457554e-05
12,5.0,0.07055843,0.13298924,0.014153822,0.0014199839,0.050584063,0.72275424,0.0021836308,0.00023806517,0.00033855622,0.0041467114,0.00063322
13,6.0,2.908831e-05,1.7565532e-06,1.5864188e-06,2.2951685e-05,8.7025126e-07,2.637311e-06,0.999838,8.787546e-07,2.7766098e-06,5.3480475e-05,4.5859942e-05
14,10.0,8.214104e-07,2.3492687e-08,2.9575443e-08,1.690818e-06,0.00010142495,2.7465356e-07,1.1219879e-06,5.5776775e-07,2.8262008e-07,2.0333759e-05,0.9998735
15,6.0,0.0009940213,4.153265e-05,1.6878983e-05,9.289889e-05,9.675108e-06,4.7348127e-05,0.9987206,3.2652106e-06,6.4642973e-06,3.4441928e-05,3.271758e-05
16,2.0,0.096972935,0.16503581,0.7284382,0.00029543822,0.001962,0.006650749,0.00013173828,0.00020059683,0.00010876502,8.815127e-05,0.00011566531
17,10.0,7.587227e-05,4.8084457e-06,5.214503e-06,0.0015564833,7.690696e-05,2.5518204e-06,0.00030200422,0.000189988,9.696889e-06,7.925228e-05,0.9976972
18,8.0,1.5781981e-06,1.7811865e-07,7.466484e-07,6.3366238e-06,1.1807336e-06,2.0121908e-07,0.00011047248,2.619973e-05,0.99985254,2.6771536e-07,3.8276735e-07
19,7.0,1.3751455e-06,3.563383e-07,1.6831507e-07,3.5876337e-07,2.0873672e-06,7.7786547e-07,4.827088e-08,0.9999677,1.7115735e-05,4.9945378e-08,9.941458e-06
20,0.0,0.97151047,0.0012633821,0.0030787885,7.576412e-05,0.005701357,0.0008528761,0.00020175384,0.00018505199,0.0001044338,0.0002570568,0.016768994
21,5.0,0.009480948,0.0047196536,0.0005171495,0.00016454195,0.20071274,0.68838423,0.0024292022,0.00015145744,0.00026538435,0.08868042,0.004494202
22,9.0,0.00054835505,0.0007687577,1.9552917e-05,6.819281e-06,1.543997e-05,1.2575743e-05,0.0007936393,6.4037795e-07,2.9509852e-06,0.9978149,1.626035e-05
23,6.0,0.0012267276,0.0016241067,0.00033744346,0.023355966,0.007674943,0.0007299021,0.92691094,0.00014768155,0.00010509848,0.008513181,0.02937409
24,0.0,0.97428775,0.0031664534,0.013084755,6.7579e-06,0.0031272958,0.0015009595,4.1628038e-05,3.6935835e-05,2.6967098e-05,0.00014870003,0.0045717456
25,9.0,0.00013103838,0.00015432203,1.774831e-05,2.5521034e-05,0.00014268154,7.647174e-06,0.000983583,2.2203158e-06,6.110357e-06,0.9982498,0.0002792485
26,8.0,3.136432e-06,3.3693493e-07,7.5974515e-07,7.705698e-06,1.3709965e-06,2.3322382e-07,5.5385713e-05,0.0023628839,0.99756694,2.5271916e-07,1.043023e-06
27,7.0,1.2100031e-05,4.3136292e-06,2.6178386e-06,6.4930657e-07,8.027854e-06,3.3860877e-06,3.304696e-07,0.99938726,0.00058007584,1.6011434e-07,1.1052653e-06
28,0.0,0.40228707,0.15515,0.016096562,3.7576312e-05,0.3695648,0.050512616,7.4480217e-06,0.0053087,0.00039690884,0.00028258158,0.00035575335
29,8.0,1.6417882e-06,1.3458353e-07,9.979767e-07,1.7084469e-06,8.9114724e-07,2.5270998e-07,1.9069257e-05,1.2443751e-05,0.99996233,2.6375895e-07,3.2891427e-07
30,4.0,6.039108e-05,5.818828e-06,3.2226967e-06,9.302256e-06,0.996935,0.00012355455,1.0194868e-06,4.3067434e-06,2.0941109e-06,3.9445804e-05,0.0028158294
31,4.0,0.0013610779,0.000111784284,4.039969e-05,2.8172642e-05,0.9466865,0.019950923,0.00021186646,4.1802858e-05,4.791711e-05,0.026779236,0.0047403597
32,7.0,2.3791876e-05,1.064468e-05,2.9706891e-06,8.862156e-07,6.8447584e-06,5.243871e-06,3.1655725e-07,0.9999118,3.4793917e-05,4.0503122e-07,2.3666496e-06
33,10.0,4.5621687e-06,8.4833675e-07,1.7263211e-06,0.00039317762,0.0007556191,8.747188e-06,3.5100431e-06,7.442669e-06,2.437758e-06,4.4947923e-05,0.9987771
34,1.0,0.0048284046,0.9859169,0.0074168355,0.00012866629,0.000121453864,0.0006838103,7.149443e-05,7.200448e-05,3.0250283e-05,0.0006162694,0.00011406901
35,10.0,0.00051813974,2.220707e-05,2.1616195e-05,0.027862545,0.004622211,1.2747585e-05,0.0018963964,0.00012929013,3.1983152e-05,0.00022853851,0.9646543
36,9.0,0.005149701,0.00053075963,0.00026694444,0.001480551,0.043445054,0.0030747731,0.013739544,0.00018274844,0.00017350524,0.69528264,0.23667374
37,10.0,0.023370503,0.0052143983,0.0029788525,0.0006028148,0.18821622,0.014129747,0.0013713591,0.00040043765,0.00020155769,0.035785012,0.7277291
38,2.0,0.022866016,0.04052688,0.92412156,0.00017714415,0.0012129919,0.006878427,0.0024870327,0.00011894256,8.307901e-05,0.0007345355,0.0007932375
39,6.0,2.694425e-05,3.4929938e-06,1.594854e-05,0.005489066,1.1592291e-05,9.686355e-05,0.9938983,2.7838566e-06,0.00043999965,1.1750355e-05,3.2733751e-06
40,6.0,7.893303e-06,3.9271242e-07,1.4898974e-07,1.568329e-06,2.8093032e-06,7.3705987e-06,0.9999596,1.6039927e-07,1.5299925e-06,1.8066383e-05,4.1509605e-07
41,4.0,0.00044071727,1.39755175e-05,3.4214006e-06,2.1186559e-06,0.996932,0.0024423625,1.2062083e-06,4.259407e-06,3.091709e-06,4.4319917e-05,0.00011258527
42,10.0,7.5750386e-06,1.5341342e-06,3.892656e-06,0.00019977325,6.926355e-05,4.0633668e-06,5.2068856e-07,2.1237853e-05,2.7815368e-06,1.7191347e-05,0.9996722
43,1.0,0.17568414,0.6195313,0.0508835,0.00067355094,0.0060240435,0.05498331,0.0013856818,0.00023773633,0.0003358146,0.08977098,0.000489958
44,6.0,7.0865564e-05,1.9298395e-06,7.0414944e-07,7.3610954e-06,2.1089265e-06,4.779069e-06,0.9998529,4.763139e-06,1.4514989e-05,2.8472927e-05,1.1531597e-05
45,6.0,3.083874e-05,9.965922e-07,2.1090837e-06,2.9273868e-05,3.2449802e-06,3.1325612e-06,0.99969566,4.944655e-06,1.5137427e-05,0.00010147918,0.00011321295
46,6.0,8.3639825e-05,4.0990985e-06,5.4285333e-06,9.395113e-05,2.4694338e-05,3.2797965e-05,0.9993352,7.3959754e-06,1.4230648e-05,0.00017359723,0.00022480215
47,1.0,0.0003865851,0.99851674,0.0006692749,0.000102153695,3.3317867e-06,0.0001513544,3.937069e-05,2.3498531e-05,1.424463e-05,8.23519e-05,1.1009245e-05
48,6.0,0.00012271469,6.3769726e-06,1.07051965e-05,9.525236e-05,1.8752047e-05,2.0871355e-05,0.9991736,3.5842397e-06,1.4465411e-05,0.00011849941,0.00041520258
49,2.0,0.004180231,0.011545737,0.97653335,0.00030060412,0.00064984325,0.0009356047,3.8170398e-05,4.313014e-05,6.319336e-05,0.005312842,0.000397338
50,2.0,0.11970853,0.17123301,0.648684,0.00033578763,0.005713032,0.04922136,0.00010499589,0.0034347614,0.00088260433,0.00010770045,0.00057412393
51,0.0,0.9933695,0.00031712573,0.00012910012,3.964306e-06,0.0027729503,0.00018179243,0.0005886891,1.1094297e-05,1.0322753e-05,0.00075396016,0.0018615617
52,6.0,0.00026706903,6.523739e-05,2.4793597e-05,0.00077250757,2.919971e-05,0.0002534459,0.9870253,2.2545555e-06,2.113408e-05,0.0114764385,6.254153e-05
53,6.0,2.6600834e-05,1.2497075e-06,7.8130296e-07,2.0873408e-06,7.991643e-06,2.4411134e-05,0.9997738,3.571193e-07,1.344937e-06,0.00015826675,3.0574668e-06
54,6.0,0.00013894377,7.444897e-06,8.697925e-06,3.3833086e-05,1.8252416e-05,0.00019911584,0.9993782,3.6710742e-06,8.214354e-06,0.00015789409,4.577293e-05
55,10.0,5.9433998e-05,1.4375205e-06,1.1131478e-06,1.0058694e-05,0.018224863,2.8985245e-05,9.14492e-06,1.0157374e-05,3.0225967e-06,9.322883e-05,0.9815585
56,0.0,0.9893111,0.00058862247,0.00084707537,2.8303323e-06,0.0063111293,0.00086162315,9.661475e-05,7.729448e-06,8.5598085e-06,0.001249354,0.00071535574
57,9.0,5.395981e-05,2.034604e-05,3.5798446e-06,7.8994235e-06,0.00012725568,2.2304172e-05,0.0003834819,1.117439e-06,5.2682317e-06,0.99596125,0.0034135622
58,10.0,1.8500238e-06,4.7035176e-08,6.1813836e-08,9.478104e-05,0.00088311237,4.94979e-07,2.9653006e-06,5.2743762e-06,1.0867839e-06,3.8258627e-06,0.99900645
59,4.0,0.00018078752,4.555471e-05,7.894294e-05,2.463652e-05,0.99542975,0.0011326878,6.9609287e-06,9.3071685e-06,1.0485219e-05,0.0008686739,0.002212106
60,6.0,0.0001232193,3.5180199e-06,3.631993e-06,4.551486e-05,9.415276e-06,1.2265064e-05,0.99971217,6.708399e-06,2.750564e-05,1.8709248e-05,3.723746e-05
61,6.0,4.865994e-05,1.764444e-06,4.1709677e-06,0.00011477626,6.4391165e-06,6.159749e-06,0.9981402,7.225298e-06,1.1678697e-05,0.00016544622,0.0014935209
62,0.0,0.9992324,0.0001567957,0.000100062265,8.2953255e-07,0.00014471474,7.0346156e-05,7.831882e-05,2.2089732e-06,1.5375433e-06,2.5867725e-05,0.00018685179
63,10.0,1.1999089e-06,2.4390824e-08,3.199302e-08,2.0545982e-05,0.0004262815,7.996696e-08,8.754655e-06,1.2581678e-06,4.553559e-07,5.281553e-06,0.9995363
64,10.0,0.00012036438,3.950147e-06,4.7214703e-06,7.887729e-05,0.008856592,0.00066451146,2.4775309e-05,0.000303838,3.1224714e-05,0.00012741938,0.9897837
65,10.0,0.00023265692,9.065745e-06,1.1832534e-05,1.7568407e-05,0.005178543,1.45952135e-05,1.1848342e-05,7.065812e-06,4.8055235e-06,0.00060429546,0.99390775
66,6.0,5.8690865e-05,1.8534159e-06,1.8801433e-06,1.0253322e-05,1.4987885e-05,2.1871e-05,0.99977165,3.926628e-06,7.018949e-06,3.8081507e-05,6.9700916e-05
67,5.0,2.339126e-05,4.808745e-06,3.222502e-06,4.1722124e-06,0.0008799826,0.9989466,9.562109e-06,1.2904477e-06,3.289371e-06,0.00011717759,6.516092e-06
68,6.0,0.00035176636,4.131107e-06,3.7510881e-06,5.0506887e-06,1.4586874e-05,1.3297658e-05,0.9995079,2.5762492e-06,8.799901e-06,7.398132e-05,1.4068063e-05
69,8.0,1.44796495e-05,1.7469464e-06,4.3086147e-06,4.6538435e-06,9.46223e-06,2.0474517e-06,7.1914146e-05,0.0018888877,0.9979989,9.5499e-07,2.4975452e-06
70,10.0,0.00013730921,0.00010709123,0.00017909503,0.0050695543,0.00090334204,0.00022040898,8.081824e-06,7.2954695e-05,3.827282e-05,0.0022885753,0.99097544
71,10.0,3.198556e-05,3.4560255e-06,1.9333309e-05,0.00022787345,0.0002517895,1.0323987e-05,1.049469e-05,1.5302194e-05,2.9872547e-06,0.00010100508,0.9993255
72,6.0,2.5637764e-05,3.3582816e-07,2.5026222e-07,2.4810436e-06,4.3891316e-07,6.8382764e-07,0.999948,7.6894486e-07,4.991088e-06,1.3251751e-05,3.0443582e-06
73,7.0,6.1072046e-06,5.000119e-06,5.037031e-07,4.6616344e-07,2.737238e-06,2.1961146e-06,1.54681e-07,0.9999753,3.9906113e-06,1.16774935e-07,3.4172135e-06
74,8.0,6.286291e-05,2.2389856e-06,1.49387115e-05,5.548399e-05,0.00020995107,2.044717e-05,7.613655e-05,6.149759e-05,0.9994456,1.764158e-05,3.323927e-05
75,4.0,0.00012661975,3.374051e-06,2.5962477e-06,3.3601277e-06,0.8886513,0.0008540653,6.6192765e-06,1.5094907e-05,7.874781e-06,0.0001305315,0.11019852
76,3.0,9.125206e-06,1.8570388e-06,1.1499874e-05,0.99959975,3.9762384e-05,2.9677933e-05,0.00015994455,1.5529567e-06,2.8745999e-05,2.0306732e-06,0.00011607142
77,8.0,0.00016962407,2.328294e-05,5.966245e-05,0.00012836748,0.00018480052,1.8834002e-05,0.00021955758,0.14055069,0.85856354,7.2232847e-06,7.439089e-05
78,6.0,8.641673e-06,3.8278117e-07,8.7510415e-07,3.0636107e-05,1.0154389e-06,6.658001e-05,0.999882,1.0611967e-07,7.3279266e-06,2.3820874e-06,1.3388531e-07
79,5.0,1.2866137e-05,7.898096e-06,6.70973e-06,1.8812825e-05,0.0009822435,0.99862885,0.00012510127,1.1363452e-06,6.1061332e-06,0.00020658113,3.565836e-06
80,8.0,6.4666183e-06,4.4203287e-07,1.26049e-06,3.4978234e-06,2.3826756e-06,5.46359e-07,0.00014351371,0.00028339482,0.99955577,7.462026e-07,2.042766e-06
81,0.0,0.99413127,0.0007129975,0.0013573888,2.2942324e-06,0.0020682053,0.00060460117,1.9091449e-05,1.0064911e-05,8.405514e-06,3.566674e-05,0.0010500234
82,5.0,0.0016726151,0.0008673239,0.00089706876,0.00018677698,0.085375585,0.9024163,0.0002261293,0.00014545665,0.00013025898,0.0044018165,0.0036808224
83,0.0,0.9452636,0.031936534,0.0033738532,6.0881544e-06,0.0010153212,0.0014236864,0.0006536079,3.3580436e-05,2.3464261e-05,0.016052686,0.00021761481
84,4.0,0.0013626524,0.00010730333,8.8861176e-05,1.5216787e-05,0.99323636,0.0012433694,2.4796402e-05,1.6507809e-05,1.2212138e-05,0.0012809654,0.0026117093
85,6.0,4.5335575e-05,1.6741506e-06,1.0706412e-06,2.0151661e-05,2.1323294e-06,1.2032757e-06,0.99976414,4.635134e-06,0.00013170521,2.0311903e-05,7.659979e-06
86,4.0,6.332914e-05,3.2124499e-06,1.4830655e-06,4.575043e-06,0.990859,0.0010300223,4.3209934e-06,5.4625707e-06,2.915422e-06,4.4266137e-05,0.007981411
87,6.0,0.003359686,0.00025334192,0.0001326567,5.4223794e-05,0.00043900337,0.00026221402,0.9898106,1.7383589e-05,5.5499353e-05,0.0054801423,0.00013536513
88,0.0,0.79139686,0.040190496,0.01057485,0.00023639634,0.050821934,0.020792218,0.0055617737,0.00076243986,0.00027453215,0.036372703,0.04301578
89,9.0,0.0032113001,0.000460297,2.7596465e-05,4.538613e-06,0.0005503753,0.000105188985,0.00028280428,5.953845e-06,1.0560938e-05,0.9939984,0.0013428523
90,6.0,2.8032e-06,9.422523e-08,1.0001815e-07,1.5125563e-06,1.6603951e-07,3.2270924e-07,0.99997723,2.277383e-07,2.3713594e-06,9.841242e-06,5.2462897e-06
91,2.0,0.00055857137,0.0026024494,0.995971,8.800702e-05,7.263374e-05,0.00047602534,1.6475868e-05,2.4384468e-05,5.456445e-05,0.000102012076,3.386275e-05
92,6.0,2.4868092e-05,1.185483e-06,1.4113812e-06,1.1856397e-05,4.9502014e-05,0.00010807647,0.9996966,8.656942e-07,3.191267e-06,8.742672e-05,1.5062014e-05
93,0.0,0.99975604,5.2810552e-05,4.6935882e-05,1.0411258e-07,9.440463e-05,1.3840588e-05,5.512272e-06,5.690068e-07,3.9956208e-07,1.3037478e-05,1.6450138e-05
